"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"198210290CLE",1982-10-29,"Boston Celtics",104,"Cleveland Cavaliers",93,"",8633,""
"198210290DEN",1982-10-29,"Dallas Mavericks",125,"Denver Nuggets",117,"",12099,""
"198210290DET",1982-10-29,"Atlanta Hawks",86,"Detroit Pistons",94,"",15252,""
"198210290IND",1982-10-29,"Washington Bullets",90,"Indiana Pacers",93,"",3622,""
"198210290KCK",1982-10-29,"Portland Trail Blazers",111,"Kansas City Kings",113,"",12492,""
"198210290LAL",1982-10-29,"Golden State Warriors",132,"Los Angeles Lakers",117,"",15802,""
"198210290NJN",1982-10-29,"Chicago Bulls",102,"New Jersey Nets",114,"",11042,""
"198210290NYK",1982-10-29,"Philadelphia 76ers",104,"New York Knicks",89,"",19591,""
"198210290SDC",1982-10-29,"Phoenix Suns",113,"San Diego Clippers",99,"",5063,""
"198210290SEA",1982-10-29,"Houston Rockets",95,"Seattle SuperSonics",128,"",21885,""
"198210290UTA",1982-10-29,"San Antonio Spurs",120,"Utah Jazz",114,"",8436,""
"198210300ATL",1982-10-30,"Boston Celtics",112,"Atlanta Hawks",97,"",13419,""
"198210300CHI",1982-10-30,"Washington Bullets",143,"Chicago Bulls",125,"",9218,""
"198210300DAL",1982-10-30,"Utah Jazz",128,"Dallas Mavericks",123,"",9203,""
"198210300GSW",1982-10-30,"Houston Rockets",110,"Golden State Warriors",117,"",7506,""
"198210300MIL",1982-10-30,"New York Knicks",86,"Milwaukee Bucks",108,"",11052,""
"198210300PHI",1982-10-30,"New Jersey Nets",99,"Philadelphia 76ers",110,"",18482,""
"198210300SAS",1982-10-30,"Portland Trail Blazers",107,"San Antonio Spurs",112,"",12150,""
"198210310CLE",1982-10-31,"Milwaukee Bucks",119,"Cleveland Cavaliers",95,"",6622,""
"198210310DEN",1982-10-31,"Phoenix Suns",110,"Denver Nuggets",114,"",8893,""
"198210310IND",1982-10-31,"Detroit Pistons",118,"Indiana Pacers",115,"",4268,""
"198210310SDC",1982-10-31,"Seattle SuperSonics",127,"San Diego Clippers",109,"",3507,""
"198211020ATL",1982-11-02,"Washington Bullets",88,"Atlanta Hawks",105,"",5149,""
"198211020CLE",1982-11-02,"Detroit Pistons",128,"Cleveland Cavaliers",119,"",2976,""
"198211020HOU",1982-11-02,"Dallas Mavericks",113,"Houston Rockets",103,"",8491,""
"198211020KCK",1982-11-02,"Milwaukee Bucks",112,"Kansas City Kings",119,"",7442,""
"198211020NJN",1982-11-02,"San Diego Clippers",100,"New Jersey Nets",110,"",10220,""
"198211020PHO",1982-11-02,"Portland Trail Blazers",87,"Phoenix Suns",92,"",10274,""
"198211020UTA",1982-11-02,"Seattle SuperSonics",120,"Utah Jazz",92,"",7378,""
"198211030BOS",1982-11-03,"Indiana Pacers",104,"Boston Celtics",111,"",15320,""
"198211030DAL",1982-11-03,"Houston Rockets",101,"Dallas Mavericks",102,"",7798,""
"198211030DEN",1982-11-03,"Los Angeles Lakers",135,"Denver Nuggets",134,"OT",14807,""
"198211030DET",1982-11-03,"Chicago Bulls",144,"Detroit Pistons",152,"",6288,""
"198211030GSW",1982-11-03,"New York Knicks",97,"Golden State Warriors",99,"",13335,""
"198211030PHI",1982-11-03,"San Diego Clippers",111,"Philadelphia 76ers",130,"",13674,""
"198211030SEA",1982-11-03,"San Antonio Spurs",107,"Seattle SuperSonics",109,"",9808,""
"198211030WSB",1982-11-03,"New Jersey Nets",85,"Washington Bullets",104,"",14872,""
"198211040ATL",1982-11-04,"Milwaukee Bucks",104,"Atlanta Hawks",100,"",8895,""
"198211040CHI",1982-11-04,"Cleveland Cavaliers",111,"Chicago Bulls",118,"",4520,""
"198211040LAL",1982-11-04,"Denver Nuggets",108,"Los Angeles Lakers",131,"",12815,""
"198211040PHO",1982-11-04,"Utah Jazz",104,"Phoenix Suns",119,"",10095,""
"198211040POR",1982-11-04,"San Antonio Spurs",108,"Portland Trail Blazers",107,"OT",12666,""
"198211050BOS",1982-11-05,"Washington Bullets",97,"Boston Celtics",104,"",15320,""
"198211050CLE",1982-11-05,"New Jersey Nets",99,"Cleveland Cavaliers",91,"",2981,""
"198211050DET",1982-11-05,"Philadelphia 76ers",120,"Detroit Pistons",109,"",28222,""
"198211050GSW",1982-11-05,"San Antonio Spurs",105,"Golden State Warriors",104,"",10590,""
"198211050KCK",1982-11-05,"Dallas Mavericks",118,"Kansas City Kings",113,"",7357,""
"198211050MIL",1982-11-05,"San Diego Clippers",99,"Milwaukee Bucks",130,"",10685,""
"198211050SEA",1982-11-05,"New York Knicks",103,"Seattle SuperSonics",112,"",14665,""
"198211060ATL",1982-11-06,"Detroit Pistons",93,"Atlanta Hawks",95,"",8008,""
"198211060CHI",1982-11-06,"San Diego Clippers",124,"Chicago Bulls",129,"",11162,""
"198211060DAL",1982-11-06,"Phoenix Suns",112,"Dallas Mavericks",100,"",12780,""
"198211060DEN",1982-11-06,"Golden State Warriors",118,"Denver Nuggets",127,"",12929,""
"198211060PHI",1982-11-06,"Boston Celtics",115,"Philadelphia 76ers",119,"2OT",18482,""
"198211060POR",1982-11-06,"New York Knicks",102,"Portland Trail Blazers",110,"",12666,""
"198211060UTA",1982-11-06,"Los Angeles Lakers",104,"Utah Jazz",101,"",11869,""
"198211060WSB",1982-11-06,"Indiana Pacers",115,"Washington Bullets",119,"OT",7821,""
"198211070LAL",1982-11-07,"Portland Trail Blazers",89,"Los Angeles Lakers",103,"",13526,""
"198211070MIL",1982-11-07,"Seattle SuperSonics",102,"Milwaukee Bucks",90,"",10975,""
"198211070NJN",1982-11-07,"Boston Celtics",102,"New Jersey Nets",100,"",15550,""
"198211070SAS",1982-11-07,"Phoenix Suns",100,"San Antonio Spurs",101,"",9448,""
"198211090CHI",1982-11-09,"Seattle SuperSonics",112,"Chicago Bulls",111,"",9122,""
"198211090DEN",1982-11-09,"Atlanta Hawks",106,"Denver Nuggets",105,"",10551,""
"198211090HOU",1982-11-09,"Phoenix Suns",119,"Houston Rockets",91,"",7563,""
"198211090IND",1982-11-09,"San Diego Clippers",95,"Indiana Pacers",100,"",3402,""
"198211090LAL",1982-11-09,"Kansas City Kings",117,"Los Angeles Lakers",139,"",12402,""
"198211090NYK",1982-11-09,"New Jersey Nets",84,"New York Knicks",82,"",14128,""
"198211090POR",1982-11-09,"Golden State Warriors",96,"Portland Trail Blazers",111,"",12666,""
"198211090SAS",1982-11-09,"Utah Jazz",104,"San Antonio Spurs",118,"",10780,""
"198211090WSB",1982-11-09,"Detroit Pistons",108,"Washington Bullets",105,"",6595,""
"198211100BOS",1982-11-10,"Milwaukee Bucks",105,"Boston Celtics",101,"",15320,""
"198211100DAL",1982-11-10,"Seattle SuperSonics",94,"Dallas Mavericks",91,"",9813,""
"198211100DET",1982-11-10,"Indiana Pacers",91,"Detroit Pistons",115,"",5178,""
"198211100GSW",1982-11-10,"Cleveland Cavaliers",132,"Golden State Warriors",120,"OT",6509,""
"198211100NJN",1982-11-10,"New York Knicks",90,"New Jersey Nets",99,"",14076,""
"198211100PHI",1982-11-10,"Chicago Bulls",108,"Philadelphia 76ers",145,"",13056,""
"198211100PHO",1982-11-10,"Kansas City Kings",100,"Phoenix Suns",106,"",10148,""
"198211100UTA",1982-11-10,"Denver Nuggets",119,"Utah Jazz",125,"",8314,""
"198211110POR",1982-11-11,"Houston Rockets",90,"Portland Trail Blazers",111,"",12666,""
"198211110SDC",1982-11-11,"San Antonio Spurs",105,"San Diego Clippers",109,"",4157,""
"198211120BOS",1982-11-12,"Dallas Mavericks",110,"Boston Celtics",118,"",15320,""
