"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"201001010ATL",2010-01-01,"7:30 pm","New York Knicks",112,"Atlanta Hawks",108,"OT",17366,""
"201001010LAL",2010-01-01,"10:30 pm","Sacramento Kings",108,"Los Angeles Lakers",109,"",18997,""
"201001010MIN",2010-01-01,"8:00 pm","Orlando Magic",106,"Minnesota Timberwolves",94,"",17065,""
"201001020BOS",2010-01-02,"7:30 pm","Toronto Raptors",96,"Boston Celtics",103,"",18624,""
"201001020CHI",2010-01-02,"8:00 pm","Orlando Magic",93,"Chicago Bulls",101,"",21162,""
"201001020IND",2010-01-02,"7:00 pm","Minnesota Timberwolves",111,"Indiana Pacers",122,"",12685,""
"201001020MIA",2010-01-02,"3:30 pm","Charlotte Bobcats",107,"Miami Heat",97,"",17856,""
"201001020MIL",2010-01-02,"8:30 pm","Oklahoma City Thunder",97,"Milwaukee Bucks",103,"OT",15264,""
"201001020NJN",2010-01-02,"1:00 pm","Cleveland Cavaliers",94,"New Jersey Nets",86,"",17569,""
"201001020NOH",2010-01-02,"8:00 pm","Houston Rockets",95,"New Orleans Hornets",99,"",16020,""
"201001020PHO",2010-01-02,"9:00 pm","Memphis Grizzlies",128,"Phoenix Suns",103,"",17135,""
"201001020POR",2010-01-02,"10:00 pm","Golden State Warriors",89,"Portland Trail Blazers",105,"",20507,""
"201001020SAC",2010-01-02,"10:00 pm","Dallas Mavericks",99,"Sacramento Kings",91,"",14294,""
"201001020UTA",2010-01-02,"9:00 pm","Denver Nuggets",105,"Utah Jazz",95,"",19911,""
"201001020WAS",2010-01-02,"7:00 pm","San Antonio Spurs",97,"Washington Wizards",86,"",19025,""
"201001030CLE",2010-01-03,"6:00 pm","Charlotte Bobcats",91,"Cleveland Cavaliers",88,"",20562,""
"201001030DEN",2010-01-03,"8:00 pm","Philadelphia 76ers",108,"Denver Nuggets",105,"",19155,""
"201001030LAL",2010-01-03,"9:30 pm","Dallas Mavericks",96,"Los Angeles Lakers",131,"",18997,""
"201001030NYK",2010-01-03,"6:00 pm","Indiana Pacers",89,"New York Knicks",132,"",19763,""
"201001030TOR",2010-01-03,"6:00 pm","San Antonio Spurs",86,"Toronto Raptors",91,"",18323,""
"201001040CHI",2010-01-04,"8:00 pm","Oklahoma City Thunder",98,"Chicago Bulls",85,"",18838,""
"201001040LAC",2010-01-04,"10:30 pm","Portland Trail Blazers",95,"Los Angeles Clippers",105,"",15104,""
"201001040MIA",2010-01-04,"7:30 pm","Atlanta Hawks",75,"Miami Heat",92,"",16500,""
"201001040UTA",2010-01-04,"9:00 pm","New Orleans Hornets",91,"Utah Jazz",87,"",19911,""
"201001050CHA",2010-01-05,"7:00 pm","Chicago Bulls",108,"Charlotte Bobcats",113,"",13749,""
"201001050DAL",2010-01-05,"8:30 pm","Detroit Pistons",93,"Dallas Mavericks",98,"",19799,""
"201001050DEN",2010-01-05,"9:00 pm","Golden State Warriors",122,"Denver Nuggets",123,"",15129,""
"201001050IND",2010-01-05,"7:00 pm","Orlando Magic",90,"Indiana Pacers",97,"",11119,""
"201001050LAL",2010-01-05,"10:30 pm","Houston Rockets",79,"Los Angeles Lakers",88,"",18997,""
"201001050NJN",2010-01-05,"7:30 pm","Milwaukee Bucks",98,"New Jersey Nets",76,"",11101,""
"201001050PHI",2010-01-05,"7:00 pm","Washington Wizards",104,"Philadelphia 76ers",97,"",11822,""
"201001050POR",2010-01-05,"10:00 pm","Memphis Grizzlies",109,"Portland Trail Blazers",105,"",20278,""
"201001050SAC",2010-01-05,"10:00 pm","Phoenix Suns",113,"Sacramento Kings",109,"",13630,""
"201001060ATL",2010-01-06,"7:00 pm","New Jersey Nets",89,"Atlanta Hawks",119,"",11219,""
"201001060CLE",2010-01-06,"7:00 pm","Washington Wizards",98,"Cleveland Cavaliers",121,"",20562,""
"201001060LAC",2010-01-06,"10:30 pm","Los Angeles Lakers",91,"Los Angeles Clippers",102,"",19388,""
"201001060MIA",2010-01-06,"7:30 pm","Boston Celtics",112,"Miami Heat",106,"OT",19600,""
"201001060MIN",2010-01-06,"8:00 pm","Golden State Warriors",107,"Minnesota Timberwolves",101,"",12046,""
"201001060OKC",2010-01-06,"8:00 pm","New Orleans Hornets",97,"Oklahoma City Thunder",92,"",17836,""
"201001060ORL",2010-01-06,"7:00 pm","Toronto Raptors",108,"Orlando Magic",103,"",17461,""
"201001060PHO",2010-01-06,"9:00 pm","Houston Rockets",110,"Phoenix Suns",118,"",15811,""
"201001060SAS",2010-01-06,"8:30 pm","Detroit Pistons",92,"San Antonio Spurs",112,"",17337,""
"201001060UTA",2010-01-06,"9:00 pm","Memphis Grizzlies",94,"Utah Jazz",117,"",19008,""
"201001070NYK",2010-01-07,"7:30 pm","Charlotte Bobcats",93,"New York Knicks",97,"",19763,""
"201001080ATL",2010-01-08,"8:00 pm","Boston Celtics",85,"Atlanta Hawks",93,"",15149,""
"201001080DEN",2010-01-08,"10:30 pm","Cleveland Cavaliers",97,"Denver Nuggets",99,"",19996,""
"201001080GSW",2010-01-08,"10:30 pm","Sacramento Kings",101,"Golden State Warriors",108,"",18327,""
"201001080MEM",2010-01-08,"8:00 pm","Utah Jazz",89,"Memphis Grizzlies",91,"",14213,""
"201001080MIL",2010-01-08,"8:30 pm","Chicago Bulls",93,"Milwaukee Bucks",96,"",18717,""
"201001080MIN",2010-01-08,"8:00 pm","Indiana Pacers",109,"Minnesota Timberwolves",116,"",13111,""
"201001080NOH",2010-01-08,"8:00 pm","New Jersey Nets",99,"New Orleans Hornets",103,"",15555,""
