"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"198610310BOS",1986-10-31,"Washington Bullets",102,"Boston Celtics",120,"",14890,""
"198610310DAL",1986-10-31,"Utah Jazz",77,"Dallas Mavericks",103,"",16692,""
"198610310DEN",1986-10-31,"San Antonio Spurs",104,"Denver Nuggets",134,"",14835,""
"198610310DET",1986-10-31,"Milwaukee Bucks",120,"Detroit Pistons",104,"",20541,""
"198610310NJN",1986-10-31,"New York Knicks",97,"New Jersey Nets",108,"",17684,""
"198610310PHI",1986-10-31,"Indiana Pacers",104,"Philadelphia 76ers",108,"",10247,""
"198610310PHO",1986-10-31,"Golden State Warriors",123,"Phoenix Suns",127,"",11615,""
"198610310POR",1986-10-31,"Seattle SuperSonics",127,"Portland Trail Blazers",110,"",12666,""
"198610310SAC",1986-10-31,"Los Angeles Clippers",106,"Sacramento Kings",107,"",10333,""
"198611010ATL",1986-11-01,"New Jersey Nets",111,"Atlanta Hawks",131,"",13650,""
"198611010CLE",1986-11-01,"Washington Bullets",106,"Cleveland Cavaliers",113,"",14254,""
"198611010GSW",1986-11-01,"Denver Nuggets",109,"Golden State Warriors",131,"",10584,""
"198611010HOU",1986-11-01,"Los Angeles Lakers",102,"Houston Rockets",112,"",16016,""
"198611010IND",1986-11-01,"Detroit Pistons",89,"Indiana Pacers",92,"",16912,""
"198611010LAC",1986-11-01,"Phoenix Suns",111,"Los Angeles Clippers",117,"",7805,""
"198611010MIL",1986-11-01,"Boston Celtics",105,"Milwaukee Bucks",111,"",11052,""
"198611010NYK",1986-11-01,"Chicago Bulls",108,"New York Knicks",103,"",19325,""
"198611010SAS",1986-11-01,"Dallas Mavericks",105,"San Antonio Spurs",108,"",13340,""
"198611010SEA",1986-11-01,"Sacramento Kings",103,"Seattle SuperSonics",114,"",6296,""
"198611010UTA",1986-11-01,"Portland Trail Blazers",110,"Utah Jazz",119,"",11013,""
"198611020CLE",1986-11-02,"Chicago Bulls",94,"Cleveland Cavaliers",89,"",17540,""
"198611020PHI",1986-11-02,"Atlanta Hawks",122,"Philadelphia 76ers",113,"",11468,""
"198611030GSW",1986-11-03,"New York Knicks",95,"Golden State Warriors",104,"",9016,""
"198611040ATL",1986-11-04,"Milwaukee Bucks",98,"Atlanta Hawks",107,"",10762,""
"198611040CHI",1986-11-04,"San Antonio Spurs",104,"Chicago Bulls",111,"",12282,""
"198611040DAL",1986-11-04,"Los Angeles Clippers",86,"Dallas Mavericks",118,"",16421,""
"198611040DEN",1986-11-04,"New York Knicks",103,"Denver Nuggets",118,"",11383,""
"198611040IND",1986-11-04,"Philadelphia 76ers",121,"Indiana Pacers",125,"2OT",13887,""
"198611040PHO",1986-11-04,"Portland Trail Blazers",120,"Phoenix Suns",126,"",11624,""
"198611040SAC",1986-11-04,"Houston Rockets",100,"Sacramento Kings",84,"",10333,""
"198611040SEA",1986-11-04,"Los Angeles Lakers",110,"Seattle SuperSonics",96,"",10426,""
"198611040WSB",1986-11-04,"New Jersey Nets",101,"Washington Bullets",102,"",9489,""
"198611050BOS",1986-11-05,"Indiana Pacers",102,"Boston Celtics",133,"",14890,""
"198611050DET",1986-11-05,"Washington Bullets",85,"Detroit Pistons",109,"",11252,""
"198611050GSW",1986-11-05,"Portland Trail Blazers",92,"Golden State Warriors",102,"",7717,""
"198611050NJN",1986-11-05,"San Antonio Spurs",112,"New Jersey Nets",103,"",6799,""
"198611050PHI",1986-11-05,"Milwaukee Bucks",101,"Philadelphia 76ers",107,"",14712,""
"198611050UTA",1986-11-05,"Cleveland Cavaliers",95,"Utah Jazz",111,"",11185,""
"198611060DEN",1986-11-06,"Utah Jazz",121,"Denver Nuggets",135,"",8112,""
"198611060HOU",1986-11-06,"Los Angeles Clippers",104,"Houston Rockets",97,"",16016,""
"198611060SAC",1986-11-06,"New York Knicks",106,"Sacramento Kings",95,"",10333,""
"198611060SEA",1986-11-06,"Dallas Mavericks",147,"Seattle SuperSonics",124,"",8363,""
"198611070ATL",1986-11-07,"Phoenix Suns",86,"Atlanta Hawks",106,"",7061,""
"198611070DET",1986-11-07,"Chicago Bulls",109,"Detroit Pistons",115,"",17859,""
"198611070GSW",1986-11-07,"Cleveland Cavaliers",115,"Golden State Warriors",114,"",9436,""
"198611070LAL",1986-11-07,"Denver Nuggets",116,"Los Angeles Lakers",138,"",15872,""
"198611070NJN",1986-11-07,"Milwaukee Bucks",115,"New Jersey Nets",94,"",8286,""
"198611070PHI",1986-11-07,"San Antonio Spurs",97,"Philadelphia 76ers",114,"",12564,""
"198611070POR",1986-11-07,"Dallas Mavericks",113,"Portland Trail Blazers",120,"OT",12666,""
"198611070WSB",1986-11-07,"Boston Celtics",88,"Washington Bullets",86,"",19375,""
"198611080ATL",1986-11-08,"Washington Bullets",91,"Atlanta Hawks",110,"",13929,""
"198611080CHI",1986-11-08,"Phoenix Suns",96,"Chicago Bulls",101,"",15122,""
"198611080HOU",1986-11-08,"Sacramento Kings",90,"Houston Rockets",102,"",16016,""
"198611080IND",1986-11-08,"San Antonio Spurs",97,"Indiana Pacers",130,"",14365,""
"198611080LAC",1986-11-08,"Cleveland Cavaliers",100,"Los Angeles Clippers",93,"",6340,""
"198611080MIL",1986-11-08,"Detroit Pistons",89,"Milwaukee Bucks",103,"",11052,""
"198611080SEA",1986-11-08,"New York Knicks",102,"Seattle SuperSonics",105,"",9280,""
"198611090LAL",1986-11-09,"New York Knicks",88,"Los Angeles Lakers",111,"",17505,""
"198611090POR",1986-11-09,"Philadelphia 76ers",125,"Portland Trail Blazers",119,"",12666,""
"198611110CHI",1986-11-11,"Atlanta Hawks",110,"Chicago Bulls",112,"",16877,""
"198611110HOU",1986-11-11,"San Antonio Spurs",95,"Houston Rockets",116,"",16016,""
"198611110LAC",1986-11-11,"Denver Nuggets",112,"Los Angeles Clippers",115,"",5058,""
"198611110MIL",1986-11-11,"Indiana Pacers",94,"Milwaukee Bucks",102,"",10765,""
"198611110NJN",1986-11-11,"Boston Celtics",110,"New Jersey Nets",114,"",14720,""
"198611110NYK",1986-11-11,"Phoenix Suns",105,"New York Knicks",111,"",10987,""
"198611110POR",1986-11-11,"Golden State Warriors",108,"Portland Trail Blazers",126,"",12666,""
"198611110SAC",1986-11-11,"Cleveland Cavaliers",114,"Sacramento Kings",119,"",10333,""
"198611110SEA",1986-11-11,"Philadelphia 76ers",121,"Seattle SuperSonics",114,"",12600,""
"198611110UTA",1986-11-11,"Dallas Mavericks",103,"Utah Jazz",104,"",10516,""
"198611120BOS",1986-11-12,"Milwaukee Bucks",116,"Boston Celtics",124,"",14890,""
"198611120DAL",1986-11-12,"Houston Rockets",85,"Dallas Mavericks",114,"",17007,""
"198611120DEN",1986-11-12,"Sacramento Kings",110,"Denver Nuggets",108,"",7225,""
"198611120DET",1986-11-12,"Phoenix Suns",100,"Detroit Pistons",108,"",10366,""
"198611120LAL",1986-11-12,"Seattle SuperSonics",97,"Los Angeles Lakers",122,"",13694,""
"198611120WSB",1986-11-12,"Chicago Bulls",99,"Washington Bullets",101,"",15121,""
"198611130GSW",1986-11-13,"Philadelphia 76ers",104,"Golden State Warriors",112,"",15025,""
"198611130NJN",1986-11-13,"Indiana Pacers",120,"New Jersey Nets",117,"OT",7709,""
"198611130SAS",1986-11-13,"Cleveland Cavaliers",102,"San Antonio Spurs",115,"",5335,""
"198611130UTA",1986-11-13,"Los Angeles Clippers",113,"Utah Jazz",130,"",11034,""
"198611140CHI",1986-11-14,"Boston Celtics",110,"Chicago Bulls",98,"",18919,""
"198611140DEN",1986-11-14,"Dallas Mavericks",138,"Denver Nuggets",142,"",11707,""
"198611140DET",1986-11-14,"Atlanta Hawks",105,"Detroit Pistons",100,"",17663,""
"198611140MIL",1986-11-14,"New York Knicks",103,"Milwaukee Bucks",106,"",11052,""
"198611140PHO",1986-11-14,"Philadelphia 76ers",97,"Phoenix Suns",127,"",14519,""
"198611140POR",1986-11-14,"Los Angeles Clippers",109,"Portland Trail Blazers",119,"",12666,""
"198611150DAL",1986-11-15,"Cleveland Cavaliers",96,"Dallas Mavericks",111,"",17007,""
"198611150DET",1986-11-15,"Boston Celtics",118,"Detroit Pistons",111,"",25689,""
"198611150GSW",1986-11-15,"Seattle SuperSonics",127,"Golden State Warriors",121,"",7655,""
"198611150IND",1986-11-15,"Milwaukee Bucks",103,"Indiana Pacers",104,"",16255,""
"198611150NJN",1986-11-15,"Atlanta Hawks",109,"New Jersey Nets",90,"",11745,""
"198611150NYK",1986-11-15,"Washington Bullets",97,"New York Knicks",104,"",14386,""
"198611150SAS",1986-11-15,"Phoenix Suns",116,"San Antonio Spurs",109,"",6640,""
"198611150UTA",1986-11-15,"Denver Nuggets",103,"Utah Jazz",111,"",12212,""
"198611160HOU",1986-11-16,"Cleveland Cavaliers",106,"Houston Rockets",134,"",16016,""
"198611160LAC",1986-11-16,"Philadelphia 76ers",103,"Los Angeles Clippers",90,"",9287,""
"198611160LAL",1986-11-16,"Sacramento Kings",111,"Los Angeles Lakers",113,"",13421,""
"198611160POR",1986-11-16,"Utah Jazz",103,"Portland Trail Blazers",124,"",12666,""
"198611160WSB",1986-11-16,"Indiana Pacers",111,"Washington Bullets",124,"",6018,""
"198611180DAL",1986-11-18,"Los Angeles Lakers",114,"Dallas Mavericks",110,"",17007,""
"198611180DEN",1986-11-18,"New Jersey Nets",112,"Denver Nuggets",125,"",8471,""
"198611180HOU",1986-11-18,"Portland Trail Blazers",115,"Houston Rockets",111,"OT",16016,""
"198611180LAC",1986-11-18,"Indiana Pacers",98,"Los Angeles Clippers",93,"",4765,""
"198611180MIL",1986-11-18,"Golden State Warriors",85,"Milwaukee Bucks",111,"",10585,""
"198611180SEA",1986-11-18,"Sacramento Kings",105,"Seattle SuperSonics",119,"",5411,""
"198611190BOS",1986-11-19,"Atlanta Hawks",107,"Boston Celtics",111,"",14890,""
"198611190CLE",1986-11-19,"Golden State Warriors",112,"Cleveland Cavaliers",104,"",8113,""
"198611190PHI",1986-11-19,"New York Knicks",94,"Philadelphia 76ers",98,"",12468,""
"198611190PHO",1986-11-19,"New Jersey Nets",101,"Phoenix Suns",111,"",9651,""
"198611190SAS",1986-11-19,"Los Angeles Lakers",117,"San Antonio Spurs",108,"",10581,""
"198611190WSB",1986-11-19,"Detroit Pistons",105,"Washington Bullets",119,"",8497,""
"198611200ATL",1986-11-20,"Cleveland Cavaliers",89,"Atlanta Hawks",108,"",8547,""
"198611200DEN",1986-11-20,"Portland Trail Blazers",128,"Denver Nuggets",142,"",8421,""
"198611200HOU",1986-11-20,"Utah Jazz",90,"Houston Rockets",104,"",16016,""
"198611200LAC",1986-11-20,"Dallas Mavericks",113,"Los Angeles Clippers",108,"",5312,""
"198611200SAC",1986-11-20,"Indiana Pacers",83,"Sacramento Kings",92,"",10333,""
"198611200SEA",1986-11-20,"Milwaukee Bucks",116,"Seattle SuperSonics",105,"",8790,""
"198611210BOS",1986-11-21,"Golden State Warriors",120,"Boston Celtics",135,"",14890,""
"198611210CHI",1986-11-21,"New York Knicks",99,"Chicago Bulls",101,"",14328,""
"198611210LAL",1986-11-21,"New Jersey Nets",95,"Los Angeles Lakers",111,"",14918,""
"198611210PHI",1986-11-21,"Detroit Pistons",120,"Philadelphia 76ers",110,"",12750,""
"198611210PHO",1986-11-21,"Dallas Mavericks",130,"Phoenix Suns",122,"OT",10182,""
"198611210POR",1986-11-21,"San Antonio Spurs",114,"Portland Trail Blazers",127,"",12666,""
"198611210WSB",1986-11-21,"Houston Rockets",99,"Washington Bullets",115,"",19411,""
"198611220ATL",1986-11-22,"Boston Celtics",96,"Atlanta Hawks",97,"",16522,""
"198611220CHI",1986-11-22,"Washington Bullets",84,"Chicago Bulls",93,"",17229,""
"198611220DEN",1986-11-22,"Phoenix Suns",120,"Denver Nuggets",132,"",12817,""
"198611220DET",1986-11-22,"Cleveland Cavaliers",84,"Detroit Pistons",93,"",12299,""
"198611220LAC",1986-11-22,"San Antonio Spurs",109,"Los Angeles Clippers",102,"",4831,""
"198611220NYK",1986-11-22,"Golden State Warriors",97,"New York Knicks",93,"",12688,""
"198611220SAC",1986-11-22,"Milwaukee Bucks",107,"Sacramento Kings",99,"",10333,""
"198611220SEA",1986-11-22,"Indiana Pacers",111,"Seattle SuperSonics",121,"",6399,""
"198611220UTA",1986-11-22,"New Jersey Nets",78,"Utah Jazz",96,"",11732,""
"198611230LAL",1986-11-23,"Milwaukee Bucks",117,"Los Angeles Lakers",127,"",16251,""
"198611230PHI",1986-11-23,"Houston Rockets",104,"Philadelphia 76ers",114,"",13169,""
"198611230POR",1986-11-23,"Indiana Pacers",95,"Portland Trail Blazers",108,"",12666,""
"198611250GSW",1986-11-25,"Utah Jazz",106,"Golden State Warriors",111,"",7594,""
"198611250LAL",1986-11-25,"Atlanta Hawks",113,"Los Angeles Lakers",107,"",17505,""
"198611250NYK",1986-11-25,"Houston Rockets",93,"New York Knicks",102,"",15243,""
"198611250PHI",1986-11-25,"Boston Celtics",100,"Philadelphia 76ers",102,"",17967,""
"198611250SAC",1986-11-25,"Phoenix Suns",102,"Sacramento Kings",123,"",10333,""
"198611250SAS",1986-11-25,"New Jersey Nets",99,"San Antonio Spurs",117,"",5511,""
"198611250SEA",1986-11-25,"Los Angeles Clippers",103,"Seattle SuperSonics",113,"",4702,""
"198611250WSB",1986-11-25,"Portland Trail Blazers",99,"Washington Bullets",111,"",7821,""
"198611260BOS",1986-11-26,"New York Knicks",90,"Boston Celtics",101,"",14890,""
"198611260CLE",1986-11-26,"Portland Trail Blazers",114,"Cleveland Cavaliers",118,"",8981,""
"198611260DAL",1986-11-26,"Sacramento Kings",117,"Dallas Mavericks",129,"",16954,""
"198611260DEN",1986-11-26,"Chicago Bulls",107,"Denver Nuggets",109,"",17022,""
"198611260IND",1986-11-26,"Houston Rockets",92,"Indiana Pacers",88,"",16912,""
