"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"197710180CLE",1977-10-18,"Chicago Bulls",91,"Cleveland Cavaliers",88,"",NA,""
"197710180DET",1977-10-18,"New Jersey Nets",93,"Detroit Pistons",110,"",NA,""
"197710180MIL",1977-10-18,"Los Angeles Lakers",112,"Milwaukee Bucks",117,"",NA,""
"197710180NYK",1977-10-18,"Kansas City Kings",113,"New York Knicks",120,"",NA,""
"197710180PHO",1977-10-18,"Golden State Warriors",83,"Phoenix Suns",100,"",NA,""
"197710190BUF",1977-10-19,"Kansas City Kings",108,"Buffalo Braves",112,"",NA,""
"197710190DEN",1977-10-19,"Milwaukee Bucks",115,"Denver Nuggets",133,"",NA,""
"197710190GSW",1977-10-19,"Seattle SuperSonics",84,"Golden State Warriors",116,"",NA,""
"197710190HOU",1977-10-19,"Chicago Bulls",107,"Houston Rockets",103,"",NA,""
"197710190IND",1977-10-19,"Los Angeles Lakers",133,"Indiana Pacers",120,"",NA,""
"197710190PHI",1977-10-19,"Detroit Pistons",96,"Philadelphia 76ers",113,"",NA,""
"197710190SAS",1977-10-19,"Boston Celtics",109,"San Antonio Spurs",114,"",NA,""
"197710200NOJ",1977-10-20,"Cleveland Cavaliers",107,"New Orleans Jazz",104,"",NA,""
"197710210CHI",1977-10-21,"Indiana Pacers",119,"Chicago Bulls",122,"",NA,""
"197710210DEN",1977-10-21,"Los Angeles Lakers",101,"Denver Nuggets",106,"",NA,""
"197710210GSW",1977-10-21,"San Antonio Spurs",117,"Golden State Warriors",122,"",NA,""
"197710210KCK",1977-10-21,"Houston Rockets",94,"Kansas City Kings",95,"",NA,""
"197710210NJN",1977-10-21,"New Orleans Jazz",111,"New Jersey Nets",103,"",NA,""
"197710210SEA",1977-10-21,"Portland Trail Blazers",106,"Seattle SuperSonics",99,"",NA,""
"197710210WSB",1977-10-21,"Detroit Pistons",109,"Washington Bullets",117,"",NA,""
"197710220ATL",1977-10-22,"Cleveland Cavaliers",101,"Atlanta Hawks",107,"",NA,""
"197710220BUF",1977-10-22,"New Jersey Nets",96,"Buffalo Braves",101,"",NA,""
"197710220DET",1977-10-22,"Denver Nuggets",106,"Detroit Pistons",126,"",NA,""
"197710220HOU",1977-10-22,"Boston Celtics",98,"Houston Rockets",110,"",NA,""
"197710220IND",1977-10-22,"Kansas City Kings",101,"Indiana Pacers",106,"",NA,""
"197710220MIL",1977-10-22,"Chicago Bulls",95,"Milwaukee Bucks",113,"",NA,""
"197710220NYK",1977-10-22,"Washington Bullets",115,"New York Knicks",141,"",NA,""
