"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"198811040BOS",1988-11-04,"New York Knicks",115,"Boston Celtics",122,"OT",14890,""
"198811040CHH",1988-11-04,"Cleveland Cavaliers",133,"Charlotte Hornets",93,"",23338,""
"198811040CHI",1988-11-04,"Detroit Pistons",107,"Chicago Bulls",94,"",18420,""
"198811040DAL",1988-11-04,"Los Angeles Lakers",116,"Dallas Mavericks",113,"",17007,""
"198811040DEN",1988-11-04,"Houston Rockets",117,"Denver Nuggets",120,"",14876,""
"198811040IND",1988-11-04,"Milwaukee Bucks",117,"Indiana Pacers",103,"",11153,""
"198811040NJN",1988-11-04,"Atlanta Hawks",113,"New Jersey Nets",105,"",14480,""
"198811040PHI",1988-11-04,"Los Angeles Clippers",110,"Philadelphia 76ers",129,"",13468,""
"198811040POR",1988-11-04,"Phoenix Suns",105,"Portland Trail Blazers",120,"",12812,""
"198811040UTA",1988-11-04,"Seattle SuperSonics",104,"Utah Jazz",97,"",12444,""
"198811050DET",1988-11-05,"Charlotte Hornets",85,"Detroit Pistons",94,"",21454,""
"198811050GSW",1988-11-05,"Phoenix Suns",104,"Golden State Warriors",117,"",15025,""
"198811050HOU",1988-11-05,"Dallas Mavericks",114,"Houston Rockets",113,"OT",16611,""
"198811050IND",1988-11-05,"Cleveland Cavaliers",105,"Indiana Pacers",99,"",10710,""
"198811050MIA",1988-11-05,"Los Angeles Clippers",111,"Miami Heat",91,"",15008,""
"198811050MIL",1988-11-05,"Atlanta Hawks",107,"Milwaukee Bucks",94,"",18649,""
"198811050NJN",1988-11-05,"New York Knicks",102,"New Jersey Nets",112,"",19469,""
"198811050PHI",1988-11-05,"Boston Celtics",115,"Philadelphia 76ers",129,"",17341,""
"198811050POR",1988-11-05,"Sacramento Kings",103,"Portland Trail Blazers",121,"",12812,""
"198811050SAS",1988-11-05,"Los Angeles Lakers",107,"San Antonio Spurs",122,"",15861,""
"198811050SEA",1988-11-05,"Denver Nuggets",141,"Seattle SuperSonics",142,"OT",14269,""
"198811050WSB",1988-11-05,"Chicago Bulls",111,"Washington Bullets",98,"",17235,""
"198811080ATL",1988-11-08,"Indiana Pacers",107,"Atlanta Hawks",112,"",16371,""
"198811080CHH",1988-11-08,"Los Angeles Clippers",105,"Charlotte Hornets",117,"",18865,""
"198811080DAL",1988-11-08,"Miami Heat",88,"Dallas Mavericks",92,"",16129,""
"198811080GSW",1988-11-08,"Los Angeles Lakers",114,"Golden State Warriors",102,"",15025,""
"198811080HOU",1988-11-08,"San Antonio Spurs",102,"Houston Rockets",120,"",16611,""
"198811080NJN",1988-11-08,"Washington Bullets",101,"New Jersey Nets",109,"",NA,""
"198811080NYK",1988-11-08,"Chicago Bulls",117,"New York Knicks",126,"",19591,""
"198811080PHI",1988-11-08,"Detroit Pistons",116,"Philadelphia 76ers",109,"",10115,""
"198811080SAC",1988-11-08,"Seattle SuperSonics",97,"Sacramento Kings",75,"",16517,""
"198811090BOS",1988-11-09,"Chicago Bulls",110,"Boston Celtics",104,"",14890,""
"198811090CLE",1988-11-09,"Los Angeles Clippers",91,"Cleveland Cavaliers",108,"",16513,""
"198811090DET",1988-11-09,"Atlanta Hawks",95,"Detroit Pistons",101,"OT",21454,""
"198811090LAL",1988-11-09,"Denver Nuggets",110,"Los Angeles Lakers",128,"",17505,""
"198811090MIL",1988-11-09,"Philadelphia 76ers",103,"Milwaukee Bucks",114,"",14192,""
"198811090PHO",1988-11-09,"Dallas Mavericks",103,"Phoenix Suns",111,"",NA,""
"198811090SAS",1988-11-09,"Miami Heat",93,"San Antonio Spurs",117,"",NA,""
"198811090SEA",1988-11-09,"Golden State Warriors",113,"Seattle SuperSonics",108,"",NA,""
"198811090UTA",1988-11-09,"Sacramento Kings",81,"Utah Jazz",105,"",11741,""
"198811090WSB",1988-11-09,"New York Knicks",117,"Washington Bullets",110,"",NA,""
"198811100DEN",1988-11-10,"Portland Trail Blazers",115,"Denver Nuggets",135,"",NA,""
"198811100HOU",1988-11-10,"Utah Jazz",99,"Houston Rockets",106,"",16611,""
"198811110BOS",1988-11-11,"Detroit Pistons",116,"Boston Celtics",107,"",14890,""
"198811110CHI",1988-11-11,"New Jersey Nets",85,"Chicago Bulls",97,"",17901,""
"198811110DAL",1988-11-11,"San Antonio Spurs",102,"Dallas Mavericks",115,"",17007,""
"198811110IND",1988-11-11,"New York Knicks",121,"Indiana Pacers",120,"OT",10336,""
"198811110LAL",1988-11-11,"Seattle SuperSonics",103,"Los Angeles Lakers",114,"",17505,""
"198811110MIA",1988-11-11,"Houston Rockets",121,"Miami Heat",100,"",15008,""
"198811110PHI",1988-11-11,"Atlanta Hawks",105,"Philadelphia 76ers",107,"",13266,""
"198811110PHO",1988-11-11,"Golden State Warriors",103,"Phoenix Suns",141,"",10045,""
"198811110WSB",1988-11-11,"Charlotte Hornets",87,"Washington Bullets",96,"",12731,""
"198811120ATL",1988-11-12,"Charlotte Hornets",111,"Atlanta Hawks",132,"",16155,""
"198811120CLE",1988-11-12,"Indiana Pacers",96,"Cleveland Cavaliers",121,"",14626,""
"198811120DAL",1988-11-12,"Sacramento Kings",71,"Dallas Mavericks",111,"",17007,""
"198811120DEN",1988-11-12,"Seattle SuperSonics",129,"Denver Nuggets",141,"",12401,""
"198811120GSW",1988-11-12,"Portland Trail Blazers",100,"Golden State Warriors",107,"",12470,""
"198811120LAC",1988-11-12,"Phoenix Suns",127,"Los Angeles Clippers",138,"OT",13826,""
"198811120MIL",1988-11-12,"Boston Celtics",100,"Milwaukee Bucks",108,"",18673,""
"198811120NJN",1988-11-12,"Chicago Bulls",91,"New Jersey Nets",97,"",17082,""
"198811120NYK",1988-11-12,"Washington Bullets",101,"New York Knicks",111,"",16567,""
"198811120SAS",1988-11-12,"Utah Jazz",105,"San Antonio Spurs",96,"",11889,""
"198811130HOU",1988-11-13,"Sacramento Kings",127,"Houston Rockets",129,"",16611,""
"198811130POR",1988-11-13,"Denver Nuggets",143,"Portland Trail Blazers",132,"",12812,""
"198811140NJN",1988-11-14,"Golden State Warriors",100,"New Jersey Nets",96,"",NA,""
"198811150CHH",1988-11-15,"New Jersey Nets",106,"Charlotte Hornets",99,"",21748,""
"198811150CHI",1988-11-15,"Philadelphia 76ers",107,"Chicago Bulls",120,"",17498,""
"198811150CLE",1988-11-15,"Atlanta Hawks",97,"Cleveland Cavaliers",95,"",15684,""
"198811150DAL",1988-11-15,"Detroit Pistons",108,"Dallas Mavericks",99,"",17007,""
"198811150DEN",1988-11-15,"Los Angeles Lakers",148,"Denver Nuggets",146,"2OT",15198,""
"198811150HOU",1988-11-15,"New York Knicks",126,"Houston Rockets",121,"",16611,""
"198811150MIA",1988-11-15,"Boston Celtics",84,"Miami Heat",65,"",15008,""
