"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"201101010CHI",2011-01-01,"7:00 pm","Cleveland Cavaliers",91,"Chicago Bulls",100,"",21416,""
"201101010DEN",2011-01-01,"9:00 pm","Sacramento Kings",86,"Denver Nuggets",104,"",17466,""
"201101010MIA",2011-01-01,"7:30 pm","Golden State Warriors",107,"Miami Heat",114,"",20254,""
"201101010MIL",2011-01-01,"9:00 pm","Dallas Mavericks",87,"Milwaukee Bucks",99,"",13194,""
"201101010MIN",2011-01-01,"8:00 pm","New Jersey Nets",88,"Minnesota Timberwolves",103,"",12665,""
"201101010SAS",2011-01-01,"8:30 pm","Oklahoma City Thunder",74,"San Antonio Spurs",101,"",18581,""
"201101010UTA",2011-01-01,"9:00 pm","Memphis Grizzlies",92,"Utah Jazz",98,"",19732,""
"201101010WAS",2011-01-01,"7:00 pm","New Orleans Hornets",92,"Washington Wizards",81,"",16026,""
"201101020CLE",2011-01-02,"7:00 pm","Dallas Mavericks",104,"Cleveland Cavaliers",95,"",20562,""
"201101020LAC",2011-01-02,"3:30 pm","Atlanta Hawks",107,"Los Angeles Clippers",98,"",16750,""
"201101020LAL",2011-01-02,"9:30 pm","Memphis Grizzlies",104,"Los Angeles Lakers",85,"",18997,""
"201101020NYK",2011-01-02,"1:00 pm","Indiana Pacers",92,"New York Knicks",98,"",19763,""
"201101020POR",2011-01-02,"9:00 pm","Houston Rockets",85,"Portland Trail Blazers",100,"",20416,""
"201101020SAC",2011-01-02,"9:00 pm","Phoenix Suns",89,"Sacramento Kings",94,"",12500,""
"201101020TOR",2011-01-02,"6:00 pm","Boston Celtics",93,"Toronto Raptors",79,"",19986,""
"201101030BOS",2011-01-03,"7:30 pm","Minnesota Timberwolves",93,"Boston Celtics",96,"",18624,""
"201101030CHA",2011-01-03,"7:00 pm","Miami Heat",96,"Charlotte Bobcats",82,"",19233,""
"201101030DEN",2011-01-03,"9:00 pm","Houston Rockets",106,"Denver Nuggets",113,"",17136,""
"201101030NOH",2011-01-03,"8:00 pm","Philadelphia 76ers",77,"New Orleans Hornets",84,"",13433,""
"201101030ORL",2011-01-03,"7:00 pm","Golden State Warriors",90,"Orlando Magic",110,"",18846,""
"201101030UTA",2011-01-03,"9:00 pm","Detroit Pistons",97,"Utah Jazz",102,"",19911,""
"201101040CHI",2011-01-04,"8:00 pm","Toronto Raptors",91,"Chicago Bulls",111,"",21290,""
"201101040DAL",2011-01-04,"8:30 pm","Portland Trail Blazers",81,"Dallas Mavericks",84,"",19514,""
"201101040LAL",2011-01-04,"10:30 pm","Detroit Pistons",83,"Los Angeles Lakers",108,"",18997,""
"201101040MEM",2011-01-04,"8:00 pm","Oklahoma City Thunder",105,"Memphis Grizzlies",110,"",12765,""
"201101040MIA",2011-01-04,"7:30 pm","Milwaukee Bucks",89,"Miami Heat",101,"",20215,""
"201101040NYK",2011-01-04,"7:30 pm","San Antonio Spurs",115,"New York Knicks",128,"",19763,""
"201101040SAC",2011-01-04,"10:00 pm","Atlanta Hawks",108,"Sacramento Kings",102,"",11472,""
"201101050BOS",2011-01-05,"7:30 pm","San Antonio Spurs",103,"Boston Celtics",105,"",18624,""
"201101050CLE",2011-01-05,"7:00 pm","Toronto Raptors",120,"Cleveland Cavaliers",105,"",20562,""
"201101050HOU",2011-01-05,"8:30 pm","Portland Trail Blazers",103,"Houston Rockets",100,"",14125,""
"201101050LAC",2011-01-05,"10:30 pm","Denver Nuggets",93,"Los Angeles Clippers",106,"",17540,""
"201101050MIN",2011-01-05,"8:00 pm","Charlotte Bobcats",108,"Minnesota Timberwolves",105,"OT",14881,""
"201101050NJN",2011-01-05,"7:00 pm","Chicago Bulls",94,"New Jersey Nets",96,"",15025,""
"201101050NOH",2011-01-05,"8:00 pm","Golden State Warriors",110,"New Orleans Hornets",103,"",13532,""
"201101050ORL",2011-01-05,"7:00 pm","Milwaukee Bucks",87,"Orlando Magic",97,"",18846,""
"201101050PHI",2011-01-05,"7:00 pm","Washington Wizards",97,"Philadelphia 76ers",109,"",12434,""
"201101050PHO",2011-01-05,"10:30 pm","Los Angeles Lakers",99,"Phoenix Suns",95,"",18105,""
"201101050UTA",2011-01-05,"9:00 pm","Atlanta Hawks",110,"Utah Jazz",87,"",19911,""
"201101060DAL",2011-01-06,"8:00 pm","Oklahoma City Thunder",99,"Dallas Mavericks",95,"",20282,""
"201101060SAC",2011-01-06,"10:30 pm","Denver Nuggets",102,"Sacramento Kings",122,"",13184,""
"201101070BOS",2011-01-07,"7:30 pm","Toronto Raptors",102,"Boston Celtics",122,"",18624,""
"201101070GSW",2011-01-07,"10:30 pm","Cleveland Cavaliers",98,"Golden State Warriors",116,"",18858,""
"201101070IND",2011-01-07,"7:00 pm","San Antonio Spurs",90,"Indiana Pacers",87,"",14157,""
"201101070LAL",2011-01-07,"10:30 pm","New Orleans Hornets",97,"Los Angeles Lakers",101,"",18997,""
"201101070MEM",2011-01-07,"8:00 pm","Utah Jazz",99,"Memphis Grizzlies",110,"",14781,""
"201101070MIL",2011-01-07,"8:30 pm","Miami Heat",101,"Milwaukee Bucks",95,"OT",18717,""
