"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"199710310BOS",1997-10-31,"Chicago Bulls",85,"Boston Celtics",92,"",18624,""
"199710310CHH",1997-10-31,"New York Knicks",97,"Charlotte Hornets",85,"",24042,""
"199710310DEN",1997-10-31,"San Antonio Spurs",107,"Denver Nuggets",96,"",15031,""
"199710310DET",1997-10-31,"Washington Wizards",79,"Detroit Pistons",92,"",22076,""
"199710310HOU",1997-10-31,"Cleveland Cavaliers",86,"Houston Rockets",94,"",16285,""
"199710310LAL",1997-10-31,"Utah Jazz",87,"Los Angeles Lakers",104,"",16234,""
"199710310MIA",1997-10-31,"Toronto Raptors",101,"Miami Heat",114,"",14795,""
"199710310MIN",1997-10-31,"Golden State Warriors",113,"Minnesota Timberwolves",129,"",16784,""
"199710310NJN",1997-10-31,"Indiana Pacers",95,"New Jersey Nets",97,"",20049,""
"199710310ORL",1997-10-31,"Atlanta Hawks",105,"Orlando Magic",99,"",17248,""
"199710310PHI",1997-10-31,"Milwaukee Bucks",103,"Philadelphia 76ers",88,"",12199,""
"199710310PHO",1997-10-31,"Los Angeles Clippers",100,"Phoenix Suns",110,"",19023,""
"199710310POR",1997-10-31,"Seattle SuperSonics",91,"Portland Trail Blazers",83,"",21538,""
"199710310VAN",1997-10-31,"Dallas Mavericks",90,"Vancouver Grizzlies",88,"",17021,""
"199711010ATL",1997-11-01,"Toronto Raptors",85,"Atlanta Hawks",90,"",8539,"at Atlanta, GA (Alexander Memorial Coliseum at McDonald's Center)"
"199711010CHI",1997-11-01,"Philadelphia 76ers",74,"Chicago Bulls",94,"",24196,""
"199711010IND",1997-11-01,"Golden State Warriors",83,"Indiana Pacers",96,"",16729,""
"199711010LAC",1997-11-01,"Portland Trail Blazers",82,"Los Angeles Clippers",74,"",12898,""
"199711010MIL",1997-11-01,"New Jersey Nets",113,"Milwaukee Bucks",109,"OT",18717,""
"199711010MIN",1997-11-01,"Charlotte Hornets",90,"Minnesota Timberwolves",106,"",19006,""
"199711010SAS",1997-11-01,"Cleveland Cavaliers",80,"San Antonio Spurs",83,"",24793,""
"199711010SEA",1997-11-01,"Dallas Mavericks",89,"Seattle SuperSonics",81,"",17072,""
