"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"198510250ATL",1985-10-25,"Washington Bullets",100,"Atlanta Hawks",91,"",10129,""
"198510250CHI",1985-10-25,"Cleveland Cavaliers",115,"Chicago Bulls",116,"OT",11124,""
"198510250DET",1985-10-25,"Milwaukee Bucks",116,"Detroit Pistons",118,"",24353,""
"198510250GSW",1985-10-25,"Denver Nuggets",119,"Golden State Warriors",105,"",6593,""
"198510250NJN",1985-10-25,"Boston Celtics",109,"New Jersey Nets",113,"OT",13095,""
"198510250POR",1985-10-25,"Phoenix Suns",123,"Portland Trail Blazers",128,"OT",12666,""
"198510250SAC",1985-10-25,"Los Angeles Clippers",108,"Sacramento Kings",104,"",10333,""
"198510250UTA",1985-10-25,"Houston Rockets",112,"Utah Jazz",108,"",12431,""
"198510260CHI",1985-10-26,"Detroit Pistons",118,"Chicago Bulls",121,"",15137,""
"198510260CLE",1985-10-26,"Boston Celtics",105,"Cleveland Cavaliers",100,"",20900,""
"198510260DAL",1985-10-26,"Seattle SuperSonics",95,"Dallas Mavericks",101,"",17007,""
"198510260DEN",1985-10-26,"Sacramento Kings",112,"Denver Nuggets",123,"",9309,""
"198510260IND",1985-10-26,"New Jersey Nets",92,"Indiana Pacers",119,"",15856,""
"198510260LAC",1985-10-26,"Houston Rockets",129,"Los Angeles Clippers",130,"2OT",7656,""
"198510260MIL",1985-10-26,"Atlanta Hawks",91,"Milwaukee Bucks",117,"",10237,""
"198510260NYK",1985-10-26,"Philadelphia 76ers",99,"New York Knicks",89,"",19591,""
"198510260SAS",1985-10-26,"Los Angeles Lakers",121,"San Antonio Spurs",116,"2OT",10875,""
"198510270POR",1985-10-27,"Golden State Warriors",99,"Portland Trail Blazers",116,"",12666,""
"198510290ATL",1985-10-29,"New York Knicks",87,"Atlanta Hawks",102,"",9901,""
"198510290CLE",1985-10-29,"Washington Bullets",97,"Cleveland Cavaliers",90,"",7557,""
"198510290DAL",1985-10-29,"Los Angeles Lakers",133,"Dallas Mavericks",115,"",17007,""
"198510290DET",1985-10-29,"New Jersey Nets",107,"Detroit Pistons",124,"",8430,""
"198510290GSW",1985-10-29,"Chicago Bulls",111,"Golden State Warriors",105,"",11210,""
"198510290HOU",1985-10-29,"Seattle SuperSonics",99,"Houston Rockets",111,"",11989,""
"198510290LAC",1985-10-29,"Portland Trail Blazers",113,"Los Angeles Clippers",119,"",4948,""
"198510290MIL",1985-10-29,"Philadelphia 76ers",117,"Milwaukee Bucks",119,"",10175,""
"198510290PHO",1985-10-29,"Denver Nuggets",142,"Phoenix Suns",127,"",12855,""
"198510290SAS",1985-10-29,"Utah Jazz",112,"San Antonio Spurs",124,"",5213,""
"198510300BOS",1985-10-30,"Milwaukee Bucks",106,"Boston Celtics",117,"",14890,""
"198510300NJN",1985-10-30,"Indiana Pacers",138,"New Jersey Nets",147,"3OT",8027,""
"198510300PHI",1985-10-30,"Detroit Pistons",125,"Philadelphia 76ers",132,"OT",8925,""
"198510300UTA",1985-10-30,"San Antonio Spurs",100,"Utah Jazz",102,"",9376,""
"198510310DEN",1985-10-31,"Seattle SuperSonics",73,"Denver Nuggets",90,"",7439,""
"198510310GSW",1985-10-31,"New York Knicks",104,"Golden State Warriors",111,"",12181,""
"198510310LAC",1985-10-31,"Chicago Bulls",112,"Los Angeles Clippers",120,"",7809,""
"198510310PHO",1985-10-31,"Los Angeles Lakers",144,"Phoenix Suns",107,"",11661,""
"198510310SAC",1985-10-31,"Houston Rockets",116,"Sacramento Kings",122,"",10333,""
"198510310WSB",1985-10-31,"Cleveland Cavaliers",114,"Washington Bullets",107,"",7146,""
"198511010BOS",1985-11-01,"Atlanta Hawks",105,"Boston Celtics",109,"",14890,""
"198511010DET",1985-11-01,"Indiana Pacers",116,"Detroit Pistons",124,"",10464,""
"198511010NJN",1985-11-01,"Philadelphia 76ers",102,"New Jersey Nets",106,"",12124,""
"198511010SAS",1985-11-01,"Dallas Mavericks",107,"San Antonio Spurs",116,"",7064,""
"198511010UTA",1985-11-01,"Phoenix Suns",110,"Utah Jazz",121,"",11124,""
"198511020ATL",1985-11-02,"Philadelphia 76ers",113,"Atlanta Hawks",114,"OT",12214,""
"198511020DAL",1985-11-02,"Sacramento Kings",113,"Dallas Mavericks",119,"",16373,""
"198511020GSW",1985-11-02,"Los Angeles Lakers",120,"Golden State Warriors",116,"",14401,""
"198511020HOU",1985-11-02,"San Antonio Spurs",98,"Houston Rockets",111,"",12747,""
"198511020IND",1985-11-02,"Detroit Pistons",128,"Indiana Pacers",117,"",16904,""
"198511020LAC",1985-11-02,"New York Knicks",95,"Los Angeles Clippers",103,"",11057,""
"198511020MIL",1985-11-02,"New Jersey Nets",113,"Milwaukee Bucks",136,"",11052,""
"198511020POR",1985-11-02,"Utah Jazz",108,"Portland Trail Blazers",128,"",12666,""
"198511020SEA",1985-11-02,"Chicago Bulls",100,"Seattle SuperSonics",118,"",12369,""
"198511020WSB",1985-11-02,"Boston Celtics",88,"Washington Bullets",73,"",17488,""
"198511030CLE",1985-11-03,"Milwaukee Bucks",120,"Cleveland Cavaliers",110,"",7488,""
"198511030POR",1985-11-03,"New York Knicks",96,"Portland Trail Blazers",110,"",12666,""
"198511050DEN",1985-11-05,"Atlanta Hawks",113,"Denver Nuggets",128,"",8691,""
"198511050HOU",1985-11-05,"Portland Trail Blazers",113,"Houston Rockets",127,"",11896,""
"198511050LAL",1985-11-05,"Cleveland Cavaliers",129,"Los Angeles Lakers",111,"",17505,""
"198511050MIL",1985-11-05,"San Antonio Spurs",97,"Milwaukee Bucks",126,"",10107,""
"198511050NJN",1985-11-05,"Washington Bullets",106,"New Jersey Nets",112,"",8649,""
"198511050SEA",1985-11-05,"New York Knicks",80,"Seattle SuperSonics",84,"",12451,""
"198511050UTA",1985-11-05,"Golden State Warriors",99,"Utah Jazz",118,"",9794,""
"198511060DAL",1985-11-06,"Portland Trail Blazers",111,"Dallas Mavericks",109,"",16455,""
