"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"196610150BAL",1966-10-15,"Los Angeles Lakers",126,"Baltimore Bullets",115,"",NA,""
"196610150BOS",1966-10-15,"San Francisco Warriors",113,"Boston Celtics",121,"",NA,""
"196610150CIN",1966-10-15,"Detroit Pistons",99,"Cincinnati Royals",103,"",NA,""
"196610150PHI",1966-10-15,"New York Knicks",112,"Philadelphia 76ers",128,"",NA,""
"196610150STL",1966-10-15,"Chicago Bulls",104,"St. Louis Hawks",97,"",NA,""
"196610180CHI",1966-10-18,"San Francisco Warriors",116,"Chicago Bulls",119,"",NA,""
"196610180DET",1966-10-18,"Cincinnati Royals",112,"Detroit Pistons",114,"",NA,""
"196610180NYK",1966-10-18,"Los Angeles Lakers",119,"New York Knicks",122,"",NA,""
"196610190BAL",1966-10-19,"New York Knicks",131,"Baltimore Bullets",109,"",NA,""
"196610190CHI",1966-10-19,"Los Angeles Lakers",124,"Chicago Bulls",134,"",NA,""
"196610200CHI",1966-10-20,"San Francisco Warriors",121,"Chicago Bulls",111,"",NA,"at San Jose, CA"
"196610200DET",1966-10-20,"St. Louis Hawks",113,"Detroit Pistons",105,"",NA,""
"196610210BOS",1966-10-21,"Baltimore Bullets",91,"Boston Celtics",111,"",NA,""
"196610210LAL",1966-10-21,"Chicago Bulls",108,"Los Angeles Lakers",101,"",NA,""
"196610210PHI",1966-10-21,"St. Louis Hawks",110,"Philadelphia 76ers",119,"",NA,""
"196610210SFW",1966-10-21,"Detroit Pistons",119,"San Francisco Warriors",136,"",NA,""
"196610220BAL",1966-10-22,"Philadelphia 76ers",141,"Baltimore Bullets",112,"",NA,""
"196610220NYK",1966-10-22,"Boston Celtics",126,"New York Knicks",97,"",NA,""
"196610220STL",1966-10-22,"Cincinnati Royals",123,"St. Louis Hawks",133,"OT",NA,""
"196610230CHI",1966-10-23,"New York Knicks",124,"Chicago Bulls",105,"",NA,""
"196610230DET",1966-10-23,"San Francisco Warriors",110,"Detroit Pistons",119,"",NA,"at Seattle, WA"
"196610250PHI",1966-10-25,"Baltimore Bullets",110,"Philadelphia 76ers",130,"",NA,""
"196610260BAL",1966-10-26,"Cincinnati Royals",116,"Baltimore Bullets",122,"",NA,""
"196610260LAL",1966-10-26,"New York Knicks",133,"Los Angeles Lakers",122,"",NA,""
"196610270BOS",1966-10-27,"Chicago Bulls",100,"Boston Celtics",123,"",NA,"at Providence, RI"
"196610270CIN",1966-10-27,"St. Louis Hawks",118,"Cincinnati Royals",121,"",NA,""
"196610280BAL",1966-10-28,"San Francisco Warriors",105,"Baltimore Bullets",104,"",NA,""
