"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"201601010CHI",2016-01-01,"8:00 pm","New York Knicks",81,"Chicago Bulls",108,"",22443,""
"201601010LAL",2016-01-01,"10:30 pm","Philadelphia 76ers",84,"Los Angeles Lakers",93,"",18997,""
"201601010MIA",2016-01-01,"7:30 pm","Dallas Mavericks",82,"Miami Heat",106,"",19748,""
"201601010TOR",2016-01-01,"7:30 pm","Charlotte Hornets",94,"Toronto Raptors",104,"",19800,""
"201601010WAS",2016-01-01,"7:00 pm","Orlando Magic",91,"Washington Wizards",103,"",16986,""
"201601020BOS",2016-01-02,"3:00 pm","Brooklyn Nets",100,"Boston Celtics",97,"",18624,""
"201601020CHO",2016-01-02,"7:00 pm","Oklahoma City Thunder",109,"Charlotte Hornets",90,"",19387,""
"201601020CLE",2016-01-02,"7:30 pm","Orlando Magic",79,"Cleveland Cavaliers",104,"",20562,""
"201601020DAL",2016-01-02,"8:30 pm","New Orleans Pelicans",105,"Dallas Mavericks",98,"",20152,""
"201601020GSW",2016-01-02,"10:30 pm","Denver Nuggets",108,"Golden State Warriors",111,"OT",19596,""
"201601020IND",2016-01-02,"7:00 pm","Detroit Pistons",82,"Indiana Pacers",94,"",18165,""
"201601020LAC",2016-01-02,"10:30 pm","Philadelphia 76ers",99,"Los Angeles Clippers",130,"",19212,""
"201601020MIN",2016-01-02,"8:00 pm","Milwaukee Bucks",95,"Minnesota Timberwolves",85,"",14107,""
"201601020SAC",2016-01-02,"5:00 pm","Phoenix Suns",119,"Sacramento Kings",142,"",17317,""
"201601020SAS",2016-01-02,"8:30 pm","Houston Rockets",103,"San Antonio Spurs",121,"",18652,""
"201601020UTA",2016-01-02,"9:00 pm","Memphis Grizzlies",87,"Utah Jazz",92,"OT",18455,""
"201601030DEN",2016-01-03,"9:00 pm","Portland Trail Blazers",112,"Denver Nuggets",106,"",11883,""
"201601030LAL",2016-01-03,"9:30 pm","Phoenix Suns",77,"Los Angeles Lakers",97,"",18997,""
"201601030NYK",2016-01-03,"3:30 pm","Atlanta Hawks",97,"New York Knicks",111,"",19812,""
"201601030TOR",2016-01-03,"3:30 pm","Chicago Bulls",115,"Toronto Raptors",113,"",19800,""
"201601030WAS",2016-01-03,"6:00 pm","Miami Heat",97,"Washington Wizards",75,"",17793,""
"201601040BRK",2016-01-04,"7:30 pm","Boston Celtics",103,"Brooklyn Nets",94,"",15448,""
"201601040CLE",2016-01-04,"7:00 pm","Toronto Raptors",100,"Cleveland Cavaliers",122,"",20562,""
"201601040DET",2016-01-04,"7:30 pm","Orlando Magic",89,"Detroit Pistons",115,"",14301,""
"201601040GSW",2016-01-04,"10:30 pm","Charlotte Hornets",101,"Golden State Warriors",111,"",19596,""
"201601040MIA",2016-01-04,"7:30 pm","Indiana Pacers",100,"Miami Heat",103,"OT",19874,""
"201601040MIL",2016-01-04,"8:00 pm","San Antonio Spurs",123,"Milwaukee Bucks",98,"",14718,""
"201601040OKC",2016-01-04,"8:00 pm","Sacramento Kings",116,"Oklahoma City Thunder",104,"",18203,""
"201601040PHI",2016-01-04,"7:00 pm","Minnesota Timberwolves",99,"Philadelphia 76ers",109,"",14013,""
"201601040POR",2016-01-04,"10:00 pm","Memphis Grizzlies",91,"Portland Trail Blazers",78,"",18832,""
"201601040UTA",2016-01-04,"9:00 pm","Houston Rockets",93,"Utah Jazz",91,"",17912,""
"201601050ATL",2016-01-05,"8:00 pm","New York Knicks",107,"Atlanta Hawks",101,"",15082,""
"201601050CHI",2016-01-05,"8:00 pm","Milwaukee Bucks",106,"Chicago Bulls",117,"",21686,""
"201601050DAL",2016-01-05,"8:30 pm","Sacramento Kings",116,"Dallas Mavericks",117,"2OT",20059,""
"201601050LAL",2016-01-05,"10:30 pm","Golden State Warriors",109,"Los Angeles Lakers",88,"",18997,""
"201601060BOS",2016-01-06,"7:30 pm","Detroit Pistons",99,"Boston Celtics",94,"",18624,""
"201601060BRK",2016-01-06,"7:30 pm","Toronto Raptors",91,"Brooklyn Nets",74,"",14544,""
"201601060MIA",2016-01-06,"7:00 pm","New York Knicks",98,"Miami Heat",90,"",19987,""
"201601060MIN",2016-01-06,"8:00 pm","Denver Nuggets",78,"Minnesota Timberwolves",74,"",12059,""
"201601060NOP",2016-01-06,"8:00 pm","Dallas Mavericks",100,"New Orleans Pelicans",91,"",15255,""
"201601060OKC",2016-01-06,"9:30 pm","Memphis Grizzlies",94,"Oklahoma City Thunder",112,"",18203,""
"201601060ORL",2016-01-06,"7:00 pm","Indiana Pacers",95,"Orlando Magic",86,"",18846,""
"201601060PHO",2016-01-06,"9:00 pm","Charlotte Hornets",102,"Phoenix Suns",111,"",16910,""
"201601060POR",2016-01-06,"10:00 pm","Los Angeles Clippers",109,"Portland Trail Blazers",98,"",18598,""
"201601060SAS",2016-01-06,"8:30 pm","Utah Jazz",98,"San Antonio Spurs",123,"",18418,""
