"game_id","date_game","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"199111010BOS",1991-11-01,"Charlotte Hornets",108,"Boston Celtics",111,"",14890,""
"199111010CHI",1991-11-01,"Philadelphia 76ers",90,"Chicago Bulls",110,"",18676,""
"199111010DEN",1991-11-01,"Golden State Warriors",108,"Denver Nuggets",105,"",11713,""
"199111010DET",1991-11-01,"Milwaukee Bucks",109,"Detroit Pistons",99,"",21454,""
"199111010HOU",1991-11-01,"Los Angeles Lakers",121,"Houston Rockets",126,"2OT",16611,""
"199111010IND",1991-11-01,"Washington Bullets",109,"Indiana Pacers",103,"",13407,""
"199111010MIN",1991-11-01,"Utah Jazz",112,"Minnesota Timberwolves",97,"",19006,""
"199111010ORL",1991-11-01,"New York Knicks",96,"Orlando Magic",106,"",15151,""
"199111010POR",1991-11-01,"Cleveland Cavaliers",106,"Portland Trail Blazers",117,"",12888,""
"199111010SAC",1991-11-01,"Los Angeles Clippers",90,"Sacramento Kings",94,"",17014,""
"199111010SAS",1991-11-01,"Dallas Mavericks",99,"San Antonio Spurs",140,"",16057,""
"199111010SEA",1991-11-01,"Phoenix Suns",99,"Seattle SuperSonics",95,"",12863,""
"199111020ATL",1991-11-02,"Detroit Pistons",89,"Atlanta Hawks",87,"",16435,""
"199111020CHH",1991-11-02,"New Jersey Nets",116,"Charlotte Hornets",108,"",23698,""
"199111020DAL",1991-11-02,"Los Angeles Lakers",114,"Dallas Mavericks",113,"OT",17502,""
"199111020DEN",1991-11-02,"Houston Rockets",101,"Denver Nuggets",109,"OT",7692,""
"199111020GSW",1991-11-02,"Sacramento Kings",91,"Golden State Warriors",153,"",15025,""
"199111020IND",1991-11-02,"Utah Jazz",112,"Indiana Pacers",127,"",12842,""
"199111020LAC",1991-11-02,"Cleveland Cavaliers",105,"Los Angeles Clippers",106,"",10533,""
"199111020MIA",1991-11-02,"New York Knicks",93,"Miami Heat",107,"",15008,""
"199111020MIL",1991-11-02,"Chicago Bulls",107,"Milwaukee Bucks",109,"",18633,""
"199111020PHI",1991-11-02,"Orlando Magic",122,"Philadelphia 76ers",115,"",13170,""
"199111020POR",1991-11-02,"Phoenix Suns",100,"Portland Trail Blazers",76,"",12888,""
"199111020WSB",1991-11-02,"Boston Celtics",118,"Washington Bullets",126,"OT",18756,""
"199111030SEA",1991-11-03,"San Antonio Spurs",106,"Seattle SuperSonics",98,"",12863,""
"199111050ATL",1991-11-05,"Utah Jazz",94,"Atlanta Hawks",98,"",10952,""
"199111050CHI",1991-11-05,"Golden State Warriors",118,"Chicago Bulls",110,"",18136,""
"199111050DAL",1991-11-05,"Cleveland Cavaliers",112,"Dallas Mavericks",101,"",14019,""
"199111050DEN",1991-11-05,"San Antonio Spurs",96,"Denver Nuggets",97,"",13976,""
"199111050DET",1991-11-05,"Charlotte Hornets",93,"Detroit Pistons",117,"",21454,""
"199111050HOU",1991-11-05,"Portland Trail Blazers",99,"Houston Rockets",106,"",12814,""
"199111050LAL",1991-11-05,"Los Angeles Clippers",114,"Los Angeles Lakers",109,"OT",16618,""
"199111050MIA",1991-11-05,"Boston Celtics",93,"Miami Heat",89,"",15008,""
"199111050NYK",1991-11-05,"Milwaukee Bucks",85,"New York Knicks",113,"",15768,""
"199111050PHO",1991-11-05,"Indiana Pacers",111,"Phoenix Suns",105,"",14487,""
"199111050SEA",1991-11-05,"Sacramento Kings",87,"Seattle SuperSonics",98,"",9343,""
"199111050WSB",1991-11-05,"Philadelphia 76ers",107,"Washington Bullets",106,"",11730,""
"199111060BOS",1991-11-06,"Chicago Bulls",132,"Boston Celtics",113,"",14890,""
"199111060CHH",1991-11-06,"Atlanta Hawks",104,"Charlotte Hornets",114,"",23698,""
"199111060LAC",1991-11-06,"Phoenix Suns",87,"Los Angeles Clippers",111,"",9383,""
"199111060MIL",1991-11-06,"Golden State Warriors",120,"Milwaukee Bucks",114,"",14591,""
"199111060MIN",1991-11-06,"Dallas Mavericks",97,"Minnesota Timberwolves",94,"",19006,""
"199111060ORL",1991-11-06,"Washington Bullets",88,"Orlando Magic",105,"",15151,""
"199111060PHI",1991-11-06,"New Jersey Nets",105,"Philadelphia 76ers",107,"",10166,""
"199111060SAC",1991-11-06,"Indiana Pacers",102,"Sacramento Kings",112,"",17014,""
"199111060SAS",1991-11-06,"Portland Trail Blazers",93,"San Antonio Spurs",119,"",16057,""
"199111070DEN",1991-11-07,"Minnesota Timberwolves",77,"Denver Nuggets",88,"",9837,""
"199111070HOU",1991-11-07,"Cleveland Cavaliers",86,"Houston Rockets",105,"",13011,""
"199111070NJN",1991-11-07,"Miami Heat",111,"New Jersey Nets",89,"",11643,""
"199111070NYK",1991-11-07,"Orlando Magic",100,"New York Knicks",128,"",11429,""
"199111070UTA",1991-11-07,"Seattle SuperSonics",103,"Utah Jazz",95,"",18700,""
"199111080BOS",1991-11-08,"Atlanta Hawks",100,"Boston Celtics",95,"",14890,""
"199111080CHH",1991-11-08,"Milwaukee Bucks",125,"Charlotte Hornets",122,"OT",23698,""
"199111080CHI",1991-11-08,"Dallas Mavericks",92,"Chicago Bulls",108,"",18120,""
"199111080LAC",1991-11-08,"Denver Nuggets",82,"Los Angeles Clippers",106,"",8957,""
"199111080PHI",1991-11-08,"Golden State Warriors",116,"Philadelphia 76ers",126,"",14338,""
"199111080PHO",1991-11-08,"Los Angeles Lakers",85,"Phoenix Suns",113,"",14496,""
"199111080POR",1991-11-08,"Indiana Pacers",96,"Portland Trail Blazers",121,"",12888,""
"199111080SAS",1991-11-08,"Cleveland Cavaliers",101,"San Antonio Spurs",107,"OT",16057,""
"199111090ATL",1991-11-09,"Miami Heat",93,"Atlanta Hawks",97,"",10236,""
"199111090CHI",1991-11-09,"Orlando Magic",76,"Chicago Bulls",107,"",18131,""
"199111090HOU",1991-11-09,"Phoenix Suns",95,"Houston Rockets",96,"",15506,""
"199111090MIL",1991-11-09,"Dallas Mavericks",95,"Milwaukee Bucks",111,"",15175,""
"199111090NJN",1991-11-09,"Detroit Pistons",110,"New Jersey Nets",100,"",14591,""
"199111090NYK",1991-11-09,"Charlotte Hornets",113,"New York Knicks",118,"",16362,""
"199111090SAC",1991-11-09,"Minnesota Timberwolves",84,"Sacramento Kings",80,"",17014,""
"199111090SEA",1991-11-09,"Indiana Pacers",111,"Seattle SuperSonics",118,"",11930,""
"199111090UTA",1991-11-09,"Los Angeles Clippers",84,"Utah Jazz",101,"",18700,""
"199111090WSB",1991-11-09,"Golden State Warriors",127,"Washington Bullets",119,"",10711,""
"199111100DET",1991-11-10,"Washington Bullets",79,"Detroit Pistons",85,"",21454,""
"199111100LAL",1991-11-10,"Minnesota Timberwolves",86,"Los Angeles Lakers",96,"",16833,""
"199111100POR",1991-11-10,"Boston Celtics",90,"Portland Trail Blazers",116,"",12888,""
"199111110LAC",1991-11-11,"Indiana Pacers",97,"Los Angeles Clippers",106,"",7905,""
"199111110PHI",1991-11-11,"Milwaukee Bucks",99,"Philadelphia 76ers",102,"",12132,""
"199111110UTA",1991-11-11,"Sacramento Kings",90,"Utah Jazz",106,"",18700,""
"199111120ATL",1991-11-12,"Charlotte Hornets",100,"Atlanta Hawks",118,"",9131,""
"199111120CHI",1991-11-12,"Detroit Pistons",93,"Chicago Bulls",110,"",18676,""
"199111120CLE",1991-11-12,"Milwaukee Bucks",113,"Cleveland Cavaliers",119,"",14267,""
"199111120DAL",1991-11-12,"Houston Rockets",98,"Dallas Mavericks",92,"",14658,""
"199111120GSW",1991-11-12,"Phoenix Suns",116,"Golden State Warriors",119,"",15025,""
"199111120NYK",1991-11-12,"New Jersey Nets",96,"New York Knicks",98,"",14556,""
"199111120POR",1991-11-12,"Denver Nuggets",82,"Portland Trail Blazers",120,"",12888,""
"199111120SAC",1991-11-12,"Boston Celtics",126,"Sacramento Kings",103,"",17014,""
"199111120WSB",1991-11-12,"Orlando Magic",95,"Washington Bullets",82,"",6165,""
"199111130CHH",1991-11-13,"Chicago Bulls",117,"Charlotte Hornets",95,"",23698,""
"199111130IND",1991-11-13,"New York Knicks",107,"Indiana Pacers",110,"",10580,""
"199111130MIA",1991-11-13,"Detroit Pistons",102,"Miami Heat",107,"",15008,""
"199111130MIN",1991-11-13,"Washington Bullets",119,"Minnesota Timberwolves",114,"OT",19006,""
"199111130NJN",1991-11-13,"Utah Jazz",98,"New Jersey Nets",92,"",8828,""
"199111130ORL",1991-11-13,"Philadelphia 76ers",121,"Orlando Magic",100,"",15151,""
"199111130PHO",1991-11-13,"Boston Celtics",117,"Phoenix Suns",111,"",14496,""
"199111130SAS",1991-11-13,"Los Angeles Clippers",93,"San Antonio Spurs",107,"",16057,""
"199111140CLE",1991-11-14,"Seattle SuperSonics",109,"Cleveland Cavaliers",115,"OT",10838,""
"199111140DAL",1991-11-14,"Los Angeles Clippers",88,"Dallas Mavericks",95,"",14168,""
"199111140GSW",1991-11-14,"Los Angeles Lakers",115,"Golden State Warriors",112,"",15025,""
"199111140SAC",1991-11-14,"Atlanta Hawks",96,"Sacramento Kings",98,"",17014,""
"199111150BOS",1991-11-15,"Philadelphia 76ers",97,"Boston Celtics",122,"",14890,""
"199111150CHI",1991-11-15,"Milwaukee Bucks",101,"Chicago Bulls",114,"",18686,""
"199111150DET",1991-11-15,"Utah Jazz",115,"Detroit Pistons",123,"",21454,""
"199111150IND",1991-11-15,"Seattle SuperSonics",124,"Indiana Pacers",108,"",10877,""
"199111150LAL",1991-11-15,"Houston Rockets",74,"Los Angeles Lakers",86,"",16956,""
"199111150MIA",1991-11-15,"Charlotte Hornets",105,"Miami Heat",120,"",15008,""
"199111150MIN",1991-11-15,"Portland Trail Blazers",107,"Minnesota Timberwolves",102,"",19006,""
"199111150NJN",1991-11-15,"Washington Bullets",116,"New Jersey Nets",111,"OT",10301,""
"199111150PHO",1991-11-15,"Atlanta Hawks",119,"Phoenix Suns",115,"",14496,""
"199111160CHH",1991-11-16,"Boston Celtics",109,"Charlotte Hornets",118,"",23698,""
"199111160CLE",1991-11-16,"Indiana Pacers",117,"Cleveland Cavaliers",127,"",17298,""
"199111160DAL",1991-11-16,"Phoenix Suns",88,"Dallas Mavericks",91,"",17364,""
"199111160DEN",1991-11-16,"Portland Trail Blazers",111,"Denver Nuggets",122,"",13448,""
"199111160DET",1991-11-16,"Philadelphia 76ers",89,"Detroit Pistons",86,"",21454,""
